OrderID,OrderDate,Category,Product,Region,Units,UnitPrice,UnitCost,DiscountRate
ORD-20230813-04632,2023-08-13,Cómputo,Laptop Mini, oeste,10,1792.01,1373.14,0.18
ORD-20230328-04633,2023-03-28,Accesorio,Mouse,Sur,17,65.78,42.44,0.02
ORD-20240109-04634,2024-01-09,Cómputo,Laptop Mini,SUR,10,1739.28,1048.58,0.24
ORD-20230324-04635,2023-03-24,Teléfono,Teléfono Z,sur ,8,1146.62,887.89,0.21
ORD-20240316-04636,2024-03-16,Tablet,Tablet Mini, Sur,9,585.98,392.89,0.29
ORD-20230129-04637,2023-01-29,Cómputo,Laptop Mini,Oeste,8,1990.38,1348.91,0.01
ORD-20230315-04638,2023-03-15,Accesorio,Cargador, ESTE,5,50.65,37.49,0.01
ORD-20230707-04639,2023-07-07,Tablet,Tablet Mini,Este,11,343.06,232.71,0.21
ORD-20240715-04640,2024-07-15,Tablet,Tablet Plus,Norte,2,579.39,439.66,0.1
ORD-20240928-04641,2024-09-28,Cómputo,Laptop Mini, Sur,10,1091.42,756.54,0.12
ORD-20230816-04642,2023-08-16,Teléfono,Teléfono Y,Este,6,652.66,408.9,0.21
ORD-20230327-04643,2023-03-27,Cómputo,Laptop Air, ESTE,7,1219.43,790.51,0.24
ORD-20230601-04644,2023-06-01,Tablet,Tablet Mini, oeste,6,439.15,326.66,0.24
ORD-20230120-04645,2023-01-20,Accesorio,Audífonos,Norte,10,137.89,103.62,0.14
ORD-20230112-04646,2023-01-12,Teléfono,Teléfono Y,Oeste  ,13,773.34,491.25,0.25
ORD-20240101-04647,2024-01-01,Tablet,Tablet Plus,Sur,7,589.59,419.96,0.07
ORD-20240411-04648,2024-04-11,Cómputo,Laptop Mini,Oeste  ,7,1085.61,796.88,0.26
ORD-20230902-04649,2023-09-02,Cómputo,Laptop Pro,Este,8,1000.27,724.84,0.23
ORD-20230116-04650,2023-01-16,Teléfono,Teléfono Z,Oeste,10,576.22,347.39,0.01
ORD-20230925-04651,2023-09-25,Accesorio,Audífonos,norte,8,83.48,66.5,0.22
ORD-20240629-04652,2024-06-29,Teléfono,Teléfono Z,Oeste  ,9,1268.52,822.95,0.22
ORD-20230129-04653,2023-01-29,Accesorio,Audífonos,Norte,11,19.56,13.14,0.01
ORD-20230812-04654,2023-08-12,Tablet,Tablet Mini,NORTE ,11,594.23,386.62,0.27
ORD-20231118-04655,2023-11-18,Teléfono,Teléfono X,Oeste  ,6,594.75,406.44,0.02
ORD-20230629-04656,2023-06-29,Tablet,Tablet Mini,OESTE ,11,336.88,216.71,0.2
ORD-20231010-04657,2023-10-10,Accesorio,Teclado, norte ,2,66.13,44.76,0.02
ORD-20240320-04658,2024-03-20,Accesorio,Audífonos,sur ,13,67.01,51.66,0.0
ORD-20241223-04659,2024-12-23,Tablet,Tablet Mini,Oeste,6,379.4,252.44,0.12
ORD-20231112-04660,2023-11-12,Cómputo,Laptop Pro,Sur,4,1245.34,918.88,0.13
ORD-20241202-04661,2024-12-02,Teléfono,Teléfono X,Oeste,8,1122.37,716.39,0.11
ORD-20231003-04662,2023-10-03,Accesorio,Mouse, norte ,10,147.87,95.2,0.21
ORD-20231023-04663,2023-10-23,Teléfono,Teléfono Y, oeste,3,728.83,450.4,0.15
ORD-20230301-04664,2023-03-01,Accesorio,Cargador, ESTE,7,108.22,77.24,0.22
ORD-20241106-04665,2024-11-06,Tablet,Tablet Mini, norte ,11,486.61,326.93,0.25
ORD-20241225-04666,2024-12-25,Teléfono,Teléfono Z, oeste,5,768.54,575.24,0.15
ORD-20240301-04667,2024-03-01,Cómputo,Laptop Air, oeste,11,1200.91,740.91,0.02
ORD-20240322-04668,2024-03-22,Teléfono,Teléfono Y,OESTE ,2,935.19,731.58,0.02
ORD-20230504-04669,2023-05-04,Teléfono,Teléfono Z, norte ,10,646.64,415.21,0.07
ORD-20230414-04670,2023-04-14,Teléfono,Teléfono X,SUR,8,630.86,468.12,0.16
ORD-20241214-04671,2024-12-14,Cómputo,Laptop Mini,Norte,5,1916.5,1496.42,0.1
ORD-20231125-04672,2023-11-25,Tablet,Tablet Mini,Oeste,13,526.84,351.74,0.01
ORD-20231017-04673,2023-10-17,Teléfono,Teléfono X,este,4,1001.81,711.03,0.02
ORD-20240808-04674,2024-08-08,Teléfono,Teléfono Z,este,12,754.25,585.83,0.19
ORD-20231227-04675,2023-12-27,Tablet,Tablet Plus,NORTE ,5,592.83,421.87,0.01
ORD-20240609-04676,2024-06-09,Accesorio,Teclado,este ,7,59.48,44.05,0.23
ORD-20240530-04677,2024-05-30,Cómputo,Laptop Pro,Oeste  ,4,996.24,610.97,0.13
ORD-20230726-04678,2023-07-26,Teléfono,Teléfono Z,SUR,9,1002.1,695.27,0.1
ORD-20230618-04679,2023-06-18,Teléfono,Teléfono Z,NORTE ,10,589.07,449.79,0.17
ORD-20231220-04680,2023-12-20,Accesorio,Audífonos, ESTE,7,64.82,39.94,0.17
ORD-20231220-04681,2023-12-20,Accesorio,Audífonos, ESTE,10,104.31,75.86,0.01
ORD-20241006-04682,2024-10-06,Cómputo,Laptop Pro,Oeste  ,12,1560.39,1212.15,0.26
ORD-20230625-04683,2023-06-25,Teléfono,Teléfono X, oeste,10,544.6,349.74,0.16
ORD-20240622-04684,2024-06-22,Accesorio,Cargador,norte,8,40.82,29.18,0.22
ORD-20230701-04685,2023-07-01,Tablet,Tablet Plus,OESTE ,14,368.14,282.19,0.25
ORD-20230608-04686,2023-06-08,Accesorio,Cargador,Oeste,6,39.91,28.42,0.13
ORD-20230916-04687,2023-09-16,Tablet,,OESTE ,9,790.68,607.56,0.08
ORD-20240520-04688,2024-05-20,Tablet,Tablet Mini,OESTE ,6,824.79,576.38,0.03
ORD-20241030-04689,2024-10-30,Cómputo,Laptop Pro, oeste,9,1601.34,1257.5,0.08
ORD-20231111-04690,2023-11-11,Cómputo,Laptop Mini,,5,1345.99,812.21,0.16
ORD-20240422-04691,2024-04-22,Teléfono,Teléfono Z,OESTE ,17,1235.29,951.58,0.03
ORD-20240906-04692,2024-09-06,Tablet,Tablet Mini,norte,6,862.64,563.35,0.29
ORD-20231014-04693,2023-10-14,Tablet,Tablet Mini,NORTE ,11,870.01,658.64,0.05
ORD-20231113-04694,2023-11-13,Accesorio,Audífonos, ESTE,7,66.09,39.86,0.26
ORD-20230906-04695,2023-09-06,Tablet,Tablet Mini, ESTE,7,565.71,398.23,0.14
ORD-20240222-04696,2024-02-22,Tablet,Tablet Mini, oeste,6,621.47,496.74,0.21
ORD-20231029-04697,2023-10-29,Teléfono,Teléfono X,Sur,3,1164.89,890.61,0.19
ORD-20231215-04698,2023-12-15,Cómputo,Laptop Air,este ,3,1968.95,1508.95,0.27
ORD-20230418-04699,2023-04-18,Tablet,Tablet Plus, norte ,5,770.8,596.38,0.21
ORD-20230530-04700,2023-05-30,Teléfono,Teléfono X,Norte,4,735.32,555.96,0.22
ORD-20241003-04701,2024-10-03,Tablet,Tablet Plus,este ,8,671.03,463.3,0.03
ORD-20240320-04702,2024-03-20,Accesorio,Cargador,Este,9,117.22,73.15,0.18
ORD-20230929-04703,2023-09-29,Tablet,Tablet Plus, norte ,4,671.51,513.05,0.27
ORD-20230131-04704,2023-01-31,Accesorio,Mouse,Norte,8,142.36,110.14,0.02
ORD-20231223-04705,2023-12-23,Cómputo,Laptop Pro,Oeste  ,3,1910.79,1485.27,0.06
ORD-20240505-04706,2024-05-05,Tablet,Tablet Mini,NORTE ,10,433.96,320.29,0.18
ORD-20230315-04707,2023-03-15,Accesorio,Cargador,este,8,119.97,76.72,0.21
ORD-20230208-04708,2023-02-08,Tablet,Tablet Plus,Oeste  ,6,480.19,302.15,0.07
ORD-20241026-04709,2024-10-26,Cómputo,Laptop Mini,Este,9,1555.4,1244.03,0.2
ORD-20231210-04710,2023-12-10,Cómputo,Laptop Mini, oeste,7,963.16,693.99,0.14
ORD-20240111-04711,2024-01-11,Tablet,Tablet Plus,OESTE ,6,569.08,443.71,0.0
ORD-20241011-04712,2024-10-11,Teléfono,Teléfono Z,SUR,8,1035.59,793.58,0.1
ORD-20241228-04713,2024-12-28,Cómputo,Laptop Pro, norte ,6,1548.35,1224.02,0.08
ORD-20230427-04714,2023-04-27,Accesorio,Cargador, norte ,8,148.08,98.23,0.16
ORD-20230321-04715,2023-03-21,Accesorio,Mouse,Norte,6,55.0,40.17,0.0
ORD-20240416-04716,2024-04-16,Cómputo,Laptop Pro,este ,13,1277.82,961.89,0.29
ORD-20230712-04717,2023-07-12,Cómputo,Laptop Mini,Sur,5,1075.1,809.48,0.04
ORD-20230110-04718,2023-01-10,Accesorio,Teclado,Norte,7,47.04,35.77,0.05
ORD-20240325-04719,2024-03-25,Cómputo,Laptop Pro,NORTE ,8,1861.37,1434.27,0.12
ORD-20241106-04720,2024-11-06,Tablet,Tablet Plus,este,7,466.9,288.6,0.14
ORD-20231024-04721,2023-10-24,Teléfono,Teléfono X,este,7,1096.42,732.36,0.06
ORD-20230313-04722,2023-03-13,Teléfono,Teléfono Z,NORTE ,8,588.44,387.41,0.16
ORD-20240810-04723,2024-08-10,Tablet,Tablet Plus, norte ,6,863.1,661.35,0.22
ORD-20231211-04724,2023-12-11,Cómputo,Laptop Mini,Este,8,1218.7,901.99,0.13
ORD-20240310-04725,2024-03-10,Teléfono,Teléfono X,Oeste  ,11,918.32,729.07,0.15
ORD-20240601-04726,2024-06-01,Accesorio,Mouse,OESTE ,13,75.18,55.84,0.16
ORD-20240925-04727,2024-09-25,Cómputo,Laptop Pro,Oeste,12,1182.3,728.84,0.1
ORD-20230421-04728,2023-04-21,Accesorio,Mouse,Este,9,131.42,103.8,0.2
ORD-20240805-04729,2024-08-05,Cómputo,Laptop Pro, Sur,6,931.39,623.7,0.06
ORD-20240926-04730,2024-09-26,Cómputo,Laptop Air, ESTE,9,1298.79,827.76,0.07
ORD-20230118-04731,2023-01-18,Accesorio,Mouse,este,8,79.83,54.37,0.07
ORD-20230228-04732,2023-02-28,Teléfono,Teléfono Z,Sur,4,863.79,622.95,0.19
ORD-20241117-04733,2024-11-17,Teléfono,Teléfono Z,norte,10,920.99,668.12,0.22
ORD-20240806-04734,2024-08-06,Accesorio,Cargador, oeste,9,62.13,39.82,0.29
ORD-20230418-04735,2023-04-18,Tablet,Tablet Mini,sur ,13,777.81,468.17,0.24
ORD-20241217-04736,2024-12-17,Tablet,Tablet Mini,sur ,5,405.64,255.0,0.29
ORD-20230912-04737,2023-09-12,Tablet,Tablet Mini,este,8,570.47,435.1,0.12
ORD-20240123-04738,2024-01-23,Accesorio,Cargador,Norte,9,28.82,21.93,0.02
ORD-20240130-04739,2024-01-30,Tablet,Tablet Mini,OESTE ,11,768.02,612.99,0.07
ORD-20230216-04740,2023-02-16,Cómputo,Laptop Mini,SUR,7,1372.32,1089.32,0.22
ORD-20241008-04741,2024-10-08,Cómputo,Laptop Air,norte,9,966.49,699.76,0.26
ORD-20240225-04742,2024-02-25,Accesorio,Cargador, oeste,7,128.2,78.61,0.18
ORD-20230809-04743,2023-08-09,Tablet,Tablet Mini, oeste,8,380.43,257.13,0.04
ORD-20240125-04744,2024-01-25,Cómputo,Laptop Pro, norte ,4,1097.6,827.13,0.14
ORD-20230122-04745,2023-01-22,Teléfono,Teléfono Y,OESTE ,6,1225.65,761.81,0.13
ORD-20240408-04746,2024-04-08,Tablet,Tablet Plus, Sur,11,654.5,461.63,0.01
ORD-20230322-04747,2023-03-22,Tablet,Tablet Mini, ESTE,3,742.32,452.93,0.19
ORD-20240106-04748,2024-01-06,Tablet,Tablet Mini,NORTE ,11,759.36,470.01,0.03
ORD-20240804-04749,2024-08-04,Teléfono,Teléfono X,sur ,9,664.37,491.89,0.03
ORD-20240207-04750,2024-02-07,Teléfono,Teléfono X, oeste,8,873.75,669.4,0.18
ORD-20230528-04751,2023-05-28,Tablet,Tablet Plus,sur ,7,778.59,511.0,0.08
ORD-20230624-04752,2023-06-24,Tablet,Tablet Plus,Norte,9,500.11,363.98,0.22
ORD-20240504-04753,2024-05-04,Tablet,Tablet Plus, Sur,6,707.62,527.94,0.27
ORD-20240411-04754,2024-04-11,Teléfono,Teléfono X,OESTE ,7,1070.94,712.95,0.08
ORD-20240514-04755,2024-05-14,Cómputo,Laptop Mini,OESTE ,523,1411.82,1039.97,0.23
ORD-20240903-04756,2024-09-03,Tablet,Tablet Mini, oeste,9,420.76,289.23,0.07
ORD-20241130-04757,2024-11-30,Teléfono,Teléfono Z, oeste,7,754.51,550.25,
ORD-20240827-04758,2024-08-27,Accesorio,Cargador,Este,10,93.4,73.65,0.1
ORD-20241231-04759,2024-12-31,Tablet,Tablet Plus,Oeste  ,8,512.46,316.98,0.19
ORD-20230316-04760,2023-03-16,Teléfono,Teléfono X,Oeste,6,666.29,445.04,0.13
ORD-20230623-04761,2023-06-23,Cómputo,Laptop Air,norte,7,1993.94,1279.21,0.22
ORD-20240602-04762,2024-06-02,Teléfono,Teléfono Y,SUR,8,572.77,397.03,0.05
ORD-20240909-04763,2024-09-09,Accesorio,Mouse,este ,9,38.18,23.74,0.11
ORD-20230321-04764,2023-03-21,Cómputo,Laptop Air,Este,8,1346.78,936.03,0.11
ORD-20231016-04765,2023-10-16,Accesorio,Audífonos,norte,8,98.65,61.09,0.15
ORD-20230912-04766,2023-09-12,Teléfono,Teléfono Z,sur ,7,1210.28,925.71,0.21
ORD-20230611-04767,2023-06-11,Accesorio,Mouse,Sur,6,75.04,52.03,0.11
ORD-20230520-04768,2023-05-20,Tablet,Tablet Mini, Sur,5,725.58,517.96,0.25
ORD-20230906-04769,2023-09-06,Cómputo,Laptop Air,este,9,1902.88,1325.97,0.01
ORD-20240427-04770,2024-04-27,Accesorio,Teclado,Norte,10,100.62,60.61,0.02
ORD-20230530-04771,2023-05-30,Tablet,Tablet Mini, ESTE,10,434.59,340.94,0.09
ORD-20230217-04772,2023-02-17,Cómputo,Laptop Pro,SUR,5,1044.92,741.34,0.24
ORD-20241231-04773,2024-12-31,Teléfono,Teléfono X,Norte,9,805.04,541.51,0.24
ORD-20240131-04774,2024-01-31,Tablet,Tablet Plus,norte,10,422.71,281.89,0.11
ORD-20230110-04775,2023-01-10,Teléfono,Teléfono Z,este,8,1216.58,803.27,0.26
ORD-20240923-04776,2024-09-23,Tablet,Tablet Plus, Sur,9,528.01,330.6,0.05
ORD-20240915-04777,2024-09-15,Cómputo,Laptop Mini,Norte,6,1806.83,1111.68,0.26
ORD-20240524-04778,2024-05-24,Tablet,Tablet Mini,sur ,8,793.81,600.7,0.1
ORD-20240530-04779,2024-05-30,Accesorio,Cargador,sur ,7,84.14,53.49,0.03
ORD-20240129-04780,2024-01-29,Teléfono,Teléfono Z,Norte,9,795.5,559.71,0.18
ORD-20240217-04781,2024-02-17,Cómputo,Laptop Air,Este,4,1329.06,973.12,0.0
ORD-20231023-04782,2023-10-23,Cómputo,Laptop Pro,Este,8,1892.52,1196.21,0.07
ORD-20230613-04783,2023-06-13,Cómputo,Laptop Air,sur ,9,1517.81,941.15,0.22
ORD-20241027-04784,2024-10-27,Accesorio,Cargador, norte ,10,30.66,20.23,0.3
ORD-20230823-04785,2023-08-23,Cómputo,Laptop Mini,norte,7,1013.0,780.06,0.15
ORD-20231002-04786,2023-10-02,Tablet,Tablet Plus,NORTE ,15,749.56,551.83,0.19
ORD-20241124-04787,2024-11-24,Tablet,Tablet Plus,sur ,8,843.34,584.53,0.29
ORD-20231203-04788,2023-12-03,Cómputo,Laptop Air, oeste,7,1024.21,804.2,0.18
ORD-20240822-04789,2024-08-22,Accesorio,Teclado, oeste,8,58.49,38.45,0.25
ORD-20231219-04790,2023-12-19,Teléfono,Teléfono Y,este ,11,748.79,462.65,0.18
ORD-20230331-04791,2023-03-31,Tablet,Tablet Plus,Norte,4,823.24,624.84,0.04
ORD-20240705-04792,2024-07-05,Cómputo,Laptop Pro,NORTE ,10,1208.46,751.31,0.27
ORD-20231118-04793,2023-11-18,Tablet,Tablet Mini,este ,9,690.97,416.41,0.24
ORD-20240622-04794,2024-06-22,Teléfono,Teléfono X, ESTE,10,1200.11,912.39,0.1
ORD-20241123-04795,2024-11-23,Tablet,Tablet Plus,este ,9,573.67,396.82,0.08
ORD-20240603-04796,2024-06-03,Tablet,Tablet Plus, ESTE,6,387.22,267.31,0.06
ORD-20230124-04797,2023-01-24,Cómputo,Laptop Air, norte ,8,1079.71,736.83,0.2
ORD-20231103-04798,2023-11-03,Accesorio,Audífonos,NORTE ,2,21.52,13.22,0.14
ORD-20240124-04799,2024-01-24,Tablet,Tablet Plus, oeste,6,832.21,557.85,0.29
ORD-20240718-04800,2024-07-18,Cómputo,Laptop Pro,Este,11,1135.1,759.36,0.04
ORD-20240616-04801,2024-06-16,Accesorio,Mouse,NORTE ,8,16.92,13.23,0.05
ORD-20230605-04802,2023-06-05,Accesorio,Mouse,NORTE ,8,32.18,25.16,0.28
ORD-20230713-04803,2023-07-13,Accesorio,Cargador, Sur,5,145.22,107.9,0.11
ORD-20231021-04804,2023-10-21,Tablet,Tablet Mini,este ,6,846.36,608.27,0.18
ORD-20231027-04805,2023-10-27,Tablet,Tablet Plus,Oeste  ,7,687.98,428.14,0.1
ORD-20240928-04806,2024-09-28,Cómputo,Laptop Pro, ESTE,7,1358.62,961.37,0.11
ORD-20241111-04807,2024-11-11,Cómputo,Laptop Pro, Sur,4,956.85,654.74,0.16
ORD-20240216-04808,2024-02-16,Accesorio,Cargador,este ,13,83.23,54.13,0.02
ORD-20240324-04809,2024-03-24,Accesorio,Teclado,norte,7,77.03,53.61,0.15
ORD-20230907-04810,2023-09-07,Tablet,Tablet Plus,Norte,8,376.69,242.09,0.22
ORD-20240913-04811,2024-09-13,Accesorio,Teclado,NORTE ,9,91.13,61.82,0.22
ORD-20240826-04812,2024-08-26,Tablet,Tablet Mini, Sur,14,481.56,384.15,0.1
ORD-20240524-04813,2024-05-24,Cómputo,Laptop Mini,Sur,6,1195.31,928.39,0.03
ORD-20241026-04814,2024-10-26,Accesorio,Teclado, Sur,4,100.68,71.19,0.19
ORD-20230616-04815,2023-06-16,Teléfono,Teléfono X,Oeste,10,910.16,689.43,0.21
ORD-20240531-04816,2024-05-31,Accesorio,Audífonos,SUR,7,40.7,27.56,0.11
ORD-20230423-04817,2023-04-23,Teléfono,Teléfono X,Este,5,877.61,661.7,0.25
ORD-20241009-04818,2024-10-09,Accesorio,Mouse,Oeste,8,145.75,108.87,0.07
ORD-20240323-04819,2024-03-23,Tablet,Tablet Plus,SUR,1,561.51,395.37,0.03
ORD-20240820-04820,2024-08-20,Cómputo,Laptop Pro, oeste,5,1758.95,1252.61,0.3
ORD-20230824-04821,2023-08-24,Cómputo,Laptop Pro,norte,8,1825.28,1169.79,0.05
ORD-20240224-04822,2024-02-24,Accesorio,Audífonos,Este,7,149.52,112.64,0.07
ORD-20230220-04823,2023-02-20,Teléfono,Teléfono X,este,7,560.75,348.42,0.23
ORD-20240823-04824,2024-08-23,Tablet,Tablet Plus,este ,15,375.49,250.55,0.07
ORD-20230211-04825,2023-02-11,Accesorio,Cargador, Sur,10,89.36,58.34,0.06
ORD-20230421-04826,2023-04-21,Cómputo,Laptop Pro,Sur,4,1701.77,1347.83,0.03
ORD-20240814-04827,2024-08-14,Teléfono,Teléfono Y, ESTE,8,968.1,643.31,0.28
ORD-20230122-04828,2023-01-22,Teléfono,Teléfono X,este ,8,1216.93,749.29,0.13
ORD-20240612-04829,2024-06-12,Accesorio,Mouse,Sur,14,114.09,81.97,0.22
ORD-20240216-04830,2024-02-16,Cómputo,Laptop Air,Oeste  ,12,1478.2,1005.3,0.05
ORD-20240913-04831,2024-09-13,Accesorio,Mouse,este ,7,37.87,23.28,0.24
ORD-20240120-04832,2024-01-20,Tablet,Tablet Mini, oeste,7,769.95,562.64,0.01
ORD-20230110-04833,2023-01-10,Accesorio,Audífonos,este ,7,98.46,73.48,0.1
ORD-20240302-04834,2024-03-02,Tablet,Tablet Plus,este,9,520.57,415.36,0.15
ORD-20240314-04835,2024-03-14,Cómputo,Laptop Air, ESTE,8,1327.79,819.34,0.24
ORD-20230216-04836,2023-02-16,Accesorio,Cargador,OESTE ,11,23.12,17.66,0.13
ORD-20230420-04837,2023-04-20,Tablet,Tablet Plus,OESTE ,10,389.03,286.63,0.16
ORD-20240711-04838,2024-07-11,Tablet,Tablet Mini,sur ,11,898.0,599.15,0.09
ORD-20241009-04839,2024-10-09,Tablet,Tablet Mini,Norte,3,636.52,483.54,0.02
ORD-20230719-04840,2023-07-19,Tablet,Tablet Plus, Sur,6,616.21,416.87,0.13
ORD-20240331-04841,2024-03-31,Teléfono,Teléfono X, ESTE,8,1043.2,712.52,0.09
ORD-20230401-04842,2023-04-01,Accesorio,Audífonos,este,3,56.37,42.82,0.04
ORD-20230129-04843,2023-01-29,Accesorio,Audífonos, ESTE,6,71.14,49.65,0.07
ORD-20240913-04844,2024-09-13,Tablet,Tablet Mini, Sur,7,744.5,581.45,0.22
ORD-20240927-04845,2024-09-27,Accesorio,Audífonos,Norte,7,68.76,53.93,0.16
ORD-20230108-04846,2023-01-08,Teléfono,Teléfono Y,este ,7,741.88,556.0,0.18
ORD-20230701-04847,2023-07-01,Cómputo,Laptop Pro,Oeste  ,6,1465.59,1027.05,0.13
ORD-20230106-04848,2023-01-06,Teléfono,Teléfono Y, Sur,6,915.56,696.11,0.23
ORD-20241125-04849,2024-11-25,Cómputo,Laptop Mini,SUR,7,1316.84,1025.83,0.05
ORD-20230727-04850,2023-07-27,Accesorio,Mouse, norte ,4,78.74,52.42,0.25
ORD-20230831-04851,2023-08-31,Teléfono,Teléfono Y,este ,12,1072.26,778.76,0.11
ORD-20230604-04852,2023-06-04,Teléfono,Teléfono Z,sur ,3,814.64,528.96,0.21
ORD-20240723-04853,2024-07-23,Tablet,Tablet Mini, norte ,9,447.55,273.63,0.02
ORD-20240709-04854,2024-07-09,Cómputo,Laptop Air,Oeste,14,966.15,615.12,0.12
ORD-20240106-04855,2024-01-06,Cómputo,Laptop Mini, oeste,3,925.93,617.37,0.2
ORD-20240601-04856,2024-06-01,Tablet,Tablet Mini,Sur,12,895.33,578.58,0.12
ORD-20231214-04857,2023-12-14,Tablet,Tablet Mini,OESTE ,9,695.47,435.55,0.1
ORD-20240802-04858,2024-08-02,Tablet,Tablet Plus,Oeste,3,482.72,355.22,0.12
ORD-20230809-04859,2023-08-09,Cómputo,Laptop Air, Sur,4,1269.21,971.27,0.26
ORD-20230717-04860,2023-07-17,Tablet,Tablet Plus,este ,6,691.58,501.63,0.09
ORD-20241227-04861,2024-12-27,Cómputo,Laptop Mini,este ,3,902.68,618.74,0.29
ORD-20241103-04862,2024-11-03,Cómputo,Laptop Pro,este,5,1593.15,1254.65,0.16
ORD-20241004-04863,2024-10-04,Tablet,Tablet Mini, oeste,7,448.89,283.58,0.19
ORD-20241006-04864,2024-10-06,Teléfono,Teléfono X,Sur,2,542.47,373.87,0.04
ORD-20241229-04865,2024-12-29,Accesorio,Mouse,NORTE ,7,129.99,94.97,0.25
ORD-20230107-04866,2023-01-07,Accesorio,Mouse, ESTE,4,41.76,28.64,0.01
ORD-20230307-04867,2023-03-07,Accesorio,Cargador,Oeste  ,5,148.17,99.86,0.07
ORD-20230804-04868,2023-08-04,Accesorio,Cargador,NORTE ,7,97.85,74.11,0.18
ORD-20240320-04869,2024-03-20,Tablet,Tablet Plus,Sur,8,469.67,368.45,0.25
ORD-20240903-04870,2024-09-03,Cómputo,Laptop Air, oeste,5,1274.08,775.82,0.08
ORD-20231230-04871,2023-12-30,Accesorio,Cargador,sur ,10,147.84,114.13,0.27
ORD-20230518-04872,2023-05-18,Tablet,Tablet Mini, oeste,10,352.22,274.35,0.11
ORD-20230803-04873,2023-08-03,Accesorio,Mouse,Oeste,3,89.41,66.17,0.11
ORD-20240920-04874,2024-09-20,Tablet,Tablet Mini,Este,8,430.39,328.82,0.03
ORD-20240327-04875,2024-03-27,Tablet,Tablet Mini,Sur,5,789.36,623.19,0.26
ORD-20240824-04876,2024-08-24,Teléfono,Teléfono Z,sur ,10,672.8,416.68,0.0
ORD-20241202-04877,2024-12-02,Teléfono,Teléfono Z, oeste,7,980.14,751.06,0.15
ORD-20240502-04878,2024-05-02,Teléfono,Teléfono Z,Este,11,608.26,408.42,0.29
ORD-20240628-04879,2024-06-28,Tablet,Tablet Mini,OESTE ,4,873.35,532.36,0.23
ORD-20230805-04880,2023-08-05,Cómputo,Laptop Air, norte ,8,1066.31,644.79,0.09
ORD-20240417-04881,2024-04-17,Cómputo,Laptop Pro,este ,4,1038.28,701.35,0.12
ORD-20240210-04882,2024-02-10,Teléfono,Teléfono Y, norte ,7,1006.47,684.53,0.3
ORD-20230921-04883,2023-09-21,Accesorio,Audífonos,sur ,12,46.02,34.21,0.14
ORD-20231113-04884,2023-11-13,Teléfono,Teléfono Z, oeste,6,1267.45,985.81,0.19
ORD-20240229-04885,2024-02-29,Cómputo,Laptop Mini,Este,8,1377.88,946.08,0.08
ORD-20230912-04886,2023-09-12,Tablet,Tablet Mini,OESTE ,8,425.77,282.19,0.13
ORD-20230104-04887,2023-01-04,Teléfono,Teléfono X,Oeste,5,845.68,607.62,0.1
ORD-20230820-04888,2023-08-20,Tablet,Tablet Mini,SUR,7,534.41,408.39,0.09
ORD-20230707-04889,2023-07-07,Tablet,Tablet Plus, norte ,1,567.36,416.08,0.22
ORD-20230325-04890,2023-03-25,Cómputo,Laptop Mini, norte ,11,1090.78,763.65,0.28
ORD-20240413-04891,2024-04-13,Teléfono,Teléfono Z,Sur,7,1064.94,811.6,0.05
ORD-20230103-04892,2023-01-03,Cómputo,Laptop Air, ESTE,7,1269.74,787.25,0.05
ORD-20240419-04893,2024-04-19,Accesorio,Audífonos,Norte,5,73.46,53.16,0.19
ORD-20240911-04894,2024-09-11,Teléfono,,Oeste  ,4,662.82,491.56,0.29
ORD-20230403-04895,2023-04-03,Cómputo,Laptop Air, norte ,4,957.31,620.82,0.23
ORD-20230315-04896,2023-03-15,Accesorio,Mouse,Oeste,7,140.7,105.18,0.08
ORD-20230912-04897,2023-09-12,Accesorio,Mouse,este ,8,84.24,51.01,0.05
ORD-20241216-04898,2024-12-16,Cómputo,Laptop Pro,OESTE ,12,1012.45,763.6,0.26
ORD-20241209-04899,2024-12-09,Tablet,Tablet Mini,Sur,5,423.29,293.06,0.18
ORD-20230813-04900,2023-08-13,Teléfono,Teléfono Z, norte ,6,800.28,624.02,0.0
ORD-20230608-04901,2023-06-08,Accesorio,Mouse, oeste,9,29.61,21.46,0.22
ORD-20230926-04902,2023-09-26,Tablet,Tablet Plus,Este,3,773.77,492.81,0.28
ORD-20230428-04903,2023-04-28,Cómputo,Laptop Mini,Oeste,4,1281.11,994.86,0.18
ORD-20230307-04904,2023-03-07,Teléfono,Teléfono Y,Norte,15,838.24,543.8,0.29
ORD-20240105-04905,2024-01-05,Accesorio,Teclado,sur ,10,137.07,98.18,0.05
ORD-20230829-04906,2023-08-29,Teléfono,Teléfono Y,sur ,5,1284.49,937.24,0.18
ORD-20230925-04907,2023-09-25,Teléfono,Teléfono Z,Oeste,8,902.15,713.93,0.23
ORD-20230218-04908,2023-02-18,Tablet,Tablet Mini,este,5,663.9,478.2,0.29
ORD-20240117-04909,2024-01-17,Accesorio,Mouse,sur ,11,54.35,35.6,0.22
ORD-20241106-04910,2024-11-06,Accesorio,Cargador,SUR,5,12.17,9.49,0.15
ORD-20230218-04911,2023-02-18,Teléfono,Teléfono X,Norte,8,775.45,466.42,0.25
ORD-20230501-04912,2023-05-01,Tablet,Tablet Mini,Norte,3,733.06,485.91,0.11
ORD-20240511-04913,2024-05-11,Tablet,Tablet Plus, Sur,4,584.09,401.93,0.29
